InvoiceID,SaleDate,CustomerID,Region,ProductCategory,Quantity,UnitPrice,DiscountPercent,TotalAmount
INV00362,18-07-2022,CUST8470,South,TVs,4,2951.8,15,11807.2
INV00363,19-04-2023,CUST5316,North,Tablets,9,491.48,0,4423.32
INV00364,13-07-2024,CUST4607,South,Headphones,9,212.15,0,1909.35
INV00365,31-12-2023,CUST1580,Central,Speakers,9,142.93,0,1286.37
INV00366,17-06-2023,CUST7534,Central,Headphones,3,68.17,0,204.51
INV00367,27-08-2023,CUST4240,Central,Gaming Consoles,5,513.79,10,2568.95
INV00368,16-02-2023,CUST4811,,Smartwatches,1,397.45,5,397.45
INV00369,01-02-2023,CUST5538,South,Speakers,10,437.31,0,4373.1
INV00370,20-04-2024,CUST1152,East,Cameras,1,1736.02,5,1736.02
INV00371,29-03-2023,CUST8361,East,Smartwatches,0,601.49,10,0
INV00372,21-03-2024,CUST4489,East,Speakers,6,334.93,20,2009.58
INV00373,03-03-2024,CUST9752,West,Gaming Consoles,1,414.16,0,414.16
INV00374,08-05-2023,CUST8619,South,Laptops,4,748.77,10,2995.08
INV00375,11-06-2023,CUST5796,West,TVs,3,2589.2,5,7767.6
INV00376,12-07-2023,CUST2476,East,Smartwatches,3,769.1,0,2307.3
INV00377,29-03-2024,CUST4731,West,Gaming Consoles,6,501.81,10,3010.86
INV00378,24-04-2023,CUST8951,East,Tablets,8,241.47,5,1931.76
INV00379,27-11-2023,CUST1139,North,Smartwatches,9,720.69,5,6486.21
INV00380,02-02-2023,CUST1049,North,Tablets,2,364.32,0,728.64
INV00381,24-03-2024,CUST4765,East,Smartwatches,4,330.6,0,1322.4
INV00382,26-02-2023,CUST7361,Central,Accessories,6,114.08,20,684.48
INV00383,23-03-2023,CUST4802,North,Gaming Consoles,10,455.04,10,4550.4
INV00384,07-10-2023,CUST7309,South,Gaming Consoles,6,320.5,5,1923
INV00385,25-03-2023,CUST4554,South,Cameras,3,1370.48,5,4111.44
INV00386,18-12-2023,CUST5195,East,,0,1436.08,0,0
INV00387,20-03-2023,CUST5757,East,Cameras,6,2025.53,0,12153.18
INV00388,28-10-2022,CUST1816,North,Headphones,0,127.17,10,0
INV00389,15-10-2023,CUST9367,North,Accessories,6,72.14,15,432.84
INV00390,28-09-2022,CUST4676,East,Speakers,3,512.62,5,1537.86
INV00391,19-06-2023,CUST5017,West,TVs,5,3120.16,10,15600.8
INV00392,04-03-2022,CUST7136,Central,Smartphones,2,1179.28,5,2358.56
INV00393,04-12-2023,CUST2629,South,Smartphones,3,892.2,0,2676.6
INV00394,24-12-2023,CUST2014,East,TVs,10,1725.24,0,17252.4
INV00395,22-10-2023,CUST6488,West,Laptops,0,1832.93,10,0
INV00396,27-02-2023,CUST5458,East,Smartwatches,4,497.77,0,1991.08
INV00397,18-01-2023,CUST9033,East,Accessories,4,122.14,5,488.56
INV00398,29-03-2023,CUST9003,West,Laptops,6,1810.35,0,10862.1
INV00399,13-05-2023,CUST3032,South,Cameras,3,2516.73,10,7550.19
INV00400,10-03-2022,CUST1195,West,TVs,9,1506.35,0,13557.15
